Entity,Code,Year,Fossil fuels (TWh)
Egypt,EGY,2001,550.4415283203125
Egypt,EGY,2002,568.7730102539062
Egypt,EGY,2003,607.6345825195312
Egypt,EGY,2004,643.62255859375
Egypt,EGY,2005,661.748046875
Egypt,EGY,2006,698.542724609375
Egypt,EGY,2007,742.5011596679688
Egypt,EGY,2008,786.8004150390625
Egypt,EGY,2009,820.3059692382812
Egypt,EGY,2010,855.1743774414062
Egypt,EGY,2011,897.44580078125
Egypt,EGY,2012,934.4486083984375
Egypt,EGY,2013,927.7029418945312
Egypt,EGY,2014,915.9148559570312
Egypt,EGY,2015,929.656005859375
Egypt,EGY,2016,983.2111206054688
Egypt,EGY,2017,1024.652099609375
Egypt,EGY,2018,1023.5930786132812
Egypt,EGY,2019,993.5245971679688
Egypt,EGY,2020,919.1224975585938
Egypt,EGY,2021,988.238525390625
Estonia,EST,1985,118.4526138305664
Estonia,EST,1986,117.88285064697266
Estonia,EST,1987,119.66634368896484
Estonia,EST,1988,117.63286590576172
Estonia,EST,1989,121.22505187988281
Estonia,EST,1990,127.57050323486328
Estonia,EST,1991,116.73208618164062
Estonia,EST,1992,81.38799285888672
Estonia,EST,1993,67.58692169189453
Estonia,EST,1994,68.53880310058594
Estonia,EST,1995,62.146575927734375
Estonia,EST,1996,65.99657440185547
Estonia,EST,1997,65.00201416015625
Estonia,EST,1998,58.292823791503906
Estonia,EST,1999,53.68364715576172
Estonia,EST,2000,55.29660415649414
Estonia,EST,2001,57.75082778930664
Estonia,EST,2002,57.4992561340332
Estonia,EST,2003,62.6862907409668
Estonia,EST,2004,63.91667556762695
Estonia,EST,2005,64.14318084716797
Estonia,EST,2006,63.291786193847656
Estonia,EST,2007,73.31503295898438
Estonia,EST,2008,67.23301696777344
Estonia,EST,2009,57.06088638305664
Estonia,EST,2010,69.84724426269531
Estonia,EST,2011,69.31333923339844
Estonia,EST,2012,68.93670654296875
Estonia,EST,2013,73.68560028076172
Estonia,EST,2014,69.83932495117188
Estonia,EST,2015,63.885066986083984
Estonia,EST,2016,65.99988555908203
Estonia,EST,2017,72.88536071777344
Estonia,EST,2018,71.6190185546875
Estonia,EST,2019,56.05615234375
Estonia,EST,2020,49.99137496948242
Estonia,EST,2021,56.01558303833008
Europe,,1965,18040.609375
Europe,,1966,18725.216796875
Europe,,1967,19468.81640625
Europe,,1968,20525.171875
Europe,,1969,21843.6875
Europe,,1970,23158.884765625
Europe,,1971,23970.353515625
Europe,,1972,25122.734375
Europe,,1973,26532.68359375
Europe,,1974,26674.3828125
Europe,,1975,26900.4765625
Europe,,1976,28305.390625
Europe,,1977,28758.291015625
Europe,,1978,29879.765625
Europe,,1979,30836.888671875
Europe,,1980,30477.55859375
Europe,,1981,29954.54296875
Europe,,1982,29827.78125
Europe,,1983,30016.595703125
Europe,,1984,30561.48046875
Europe,,1985,29190.623046875
Europe,,1986,29672.890625
Europe,,1987,30192.583984375
Europe,,1988,30268.70703125
Europe,,1989,30267.36328125
Europe,,1990,30294.46484375
Europe,,1991,29727.390625
Europe,,1992,28377.814453125
Europe,,1993,27054.7109375
Europe,,1994,25791.86328125
Europe,,1995,25627.859375
Europe,,1996,25797.2578125
Europe,,1997,25171.71875
Europe,,1998,25279.70703125
Europe,,1999,25111.0703125
Europe,,2000,25304.4921875
Europe,,2001,25622.6875
Europe,,2002,25567.123046875
Europe,,2003,26161.66015625
Europe,,2004,26339.92578125
Europe,,2005,26405.63671875
Europe,,2006,26837.953125
Europe,,2007,26584.8125
Europe,,2008,26352.91796875
Europe,,2009,24494.67578125
Europe,,2010,25342.33203125
Europe,,2011,25048.0546875
Europe,,2012,24680.615234375
Europe,,2013,24132.0859375
Europe,,2014,23097.7109375
Europe,,2015,22971.080078125
Europe,,2016,23374.9453125
Europe,,2017,23485.3984375
Europe,,2018,23680.548828125
Europe,,2019,23134.76171875
Europe,,2020,21091.248046875
Europe,,2021,22414.8046875
Europe (BP),,1965,11454.4853515625
Europe (BP),,1966,11743.990234375
Europe (BP),,1967,12107.0791015625
Europe (BP),,1968,12937.94921875
Europe (BP),,1969,13947.439453125
Europe (BP),,1970,14866.388671875
Europe (BP),,1971,15270.30859375
Europe (BP),,1972,15968.6572265625
Europe (BP),,1973,16922.31640625
Europe (BP),,1974,16550.16015625
Europe (BP),,1975,16263.380859375
Europe (BP),,1976,17305.666015625
Europe (BP),,1977,17325.498046875
Europe (BP),,1978,18001.025390625
Europe (BP),,1979,18614.58203125
Europe (BP),,1980,18044.099609375
Europe (BP),,1981,17279.138671875
Europe (BP),,1982,16835.306640625
Europe (BP),,1983,16795.0703125
Europe (BP),,1984,16967.19921875
Europe (BP),,1985,20332.080078125
Europe (BP),,1986,20652.62109375
Europe (BP),,1987,20936.212890625
Europe (BP),,1988,20871.2734375
Europe (BP),,1989,20871.490234375
Europe (BP),,1990,21075.078125
Europe (BP),,1991,20667.890625
Europe (BP),,1992,19782.46875
Europe (BP),,1993,19207.15234375
Europe (BP),,1994,18713.759765625
Europe (BP),,1995,19083.490234375
Europe (BP),,1996,19547.4140625
Europe (BP),,1997,19366.1171875
Europe (BP),,1998,19496.216796875
Europe (BP),,1999,19304.095703125
Europe (BP),,2000,19464.263671875
Europe (BP),,2001,19657.87109375
Europe (BP),,2002,19643.248046875
Europe (BP),,2003,20136.75390625
Europe (BP),,2004,20289.83984375
Europe (BP),,2005,20406.798828125
Europe (BP),,2006,20599.513671875
Europe (BP),,2007,20419.212890625
Europe (BP),,2008,20125.482421875
Europe (BP),,2009,18704.330078125
Europe (BP),,2010,19244.771484375
Europe (BP),,2011,18762.005859375
Europe (BP),,2012,18423.6015625
Europe (BP),,2013,18013.76953125
Europe (BP),,2014,17047.546875
Europe (BP),,2015,17161.93359375
Europe (BP),,2016,17493.52734375
Europe (BP),,2017,17673.5234375
Europe (BP),,2018,17506.376953125
Europe (BP),,2019,17015.251953125
Europe (BP),,2020,15344.591796875
Europe (BP),,2021,16150.328125
European Union (27),,1965,8769.0107421875
European Union (27),,1966,9030.78515625
European Union (27),,1967,9390.2822265625
European Union (27),,1968,10091.099609375
European Union (27),,1969,10985.857421875
European Union (27),,1970,11787.6845703125
European Union (27),,1971,12176.873046875
European Union (27),,1972,12811.5048828125
European Union (27),,1973,13575.4931640625
European Union (27),,1974,13356.009765625
European Union (27),,1975,13184.3466796875
European Union (27),,1976,14138.4775390625
European Union (27),,1977,14078.2255859375
European Union (27),,1978,14664.43359375
European Union (27),,1979,15154.9267578125
European Union (27),,1980,14826.7177734375
European Union (27),,1981,14142.244140625
European Union (27),,1982,13717.095703125
European Union (27),,1983,13612.359375
European Union (27),,1984,13770.93359375
European Union (27),,1985,14275.2802734375
European Union (27),,1986,14405.8056640625
European Union (27),,1987,14605.107421875
European Union (27),,1988,14559.6015625
European Union (27),,1989,14678.34375
European Union (27),,1990,14522.1103515625
European Union (27),,1991,14343.8828125
European Union (27),,1992,13967.1826171875
European Union (27),,1993,13742.740234375
European Union (27),,1994,13651.1962890625
European Union (27),,1995,13998.873046875
European Union (27),,1996,14416.203125
European Union (27),,1997,14279.3984375
European Union (27),,1998,14426.9970703125
European Union (27),,1999,14295.3369140625
European Union (27),,2000,14324.3125
European Union (27),,2001,14544.677734375
European Union (27),,2002,14537.021484375
European Union (27),,2003,14883.640625
European Union (27),,2004,14975.3759765625
European Union (27),,2005,15023.0234375
European Union (27),,2006,15102.7060546875
European Union (27),,2007,14904.109375
European Union (27),,2008,14666.041015625
European Union (27),,2009,13641.171875
European Union (27),,2010,14012.451171875
European Union (27),,2011,13551.47265625
European Union (27),,2012,13196.958984375
European Union (27),,2013,12903.2119140625
European Union (27),,2014,12207.49609375
European Union (27),,2015,12455.8408203125
European Union (27),,2016,12678.60546875
European Union (27),,2017,12866.5126953125
European Union (27),,2018,12751.1025390625
European Union (27),,2019,12387.994140625
European Union (27),,2020,11083.486328125
European Union (27),,2021,11759.013671875
Finland,FIN,1965,87.74530029296875
Finland,FIN,1966,100.66920471191406
Finland,FIN,1967,103.86449432373047
Finland,FIN,1968,119.01532745361328
Finland,FIN,1969,139.0602569580078
Finland,FIN,1970,153.54544067382812
Finland,FIN,1971,154.9983367919922
Finland,FIN,1972,166.0177001953125
Finland,FIN,1973,185.49417114257812
Finland,FIN,1974,170.37660217285156
Finland,FIN,1975,175.14913940429688
Finland,FIN,1976,196.00222778320312
Finland,FIN,1977,193.423583984375
Finland,FIN,1978,207.7491455078125
Finland,FIN,1979,214.70530700683594
Finland,FIN,1980,214.66275024414062
Finland,FIN,1981,185.53082275390625
Finland,FIN,1982,177.9197998046875
Finland,FIN,1983,171.27687072753906
Finland,FIN,1984,180.00433349609375
Finland,FIN,1985,195.56491088867188
Finland,FIN,1986,198.63235473632812
Finland,FIN,1987,208.14691162109375
Finland,FIN,1988,207.69692993164062
Finland,FIN,1989,211.28985595703125
Finland,FIN,1990,220.15292358398438
Finland,FIN,1991,220.41238403320312
Finland,FIN,1992,214.5442657470703
Finland,FIN,1993,217.0834503173828
Finland,FIN,1994,238.41680908203125
Finland,FIN,1995,218.85354614257812
Finland,FIN,1996,238.3111114501953
Finland,FIN,1997,231.6507568359375
Finland,FIN,1998,227.86585998535156
Finland,FIN,1999,227.3243408203125
Finland,FIN,2000,224.16299438476562
Finland,FIN,2001,237.28489685058594
Finland,FIN,2002,245.97479248046875
Finland,FIN,2003,273.5923767089844
Finland,FIN,2004,253.28289794921875
Finland,FIN,2005,223.27706909179688
Finland,FIN,2006,253.28436279296875
Finland,FIN,2007,246.212890625
Finland,FIN,2008,223.68833923339844
Finland,FIN,2009,212.7007293701172
Finland,FIN,2010,237.39332580566406
Finland,FIN,2011,214.82586669921875
Finland,FIN,2012,194.50393676757812
Finland,FIN,2013,202.2497100830078
Finland,FIN,2014,186.6282196044922
Finland,FIN,2015,175.87355041503906
Finland,FIN,2016,185.296630859375
Finland,FIN,2017,175.71263122558594
Finland,FIN,2018,180.04237365722656
Finland,FIN,2019,170.71229553222656
Finland,FIN,2020,150.3181610107422
Finland,FIN,2021,150.59979248046875
France,FRA,1965,1168.4837646484375
France,FRA,1966,1181.7335205078125
France,FRA,1967,1285.1717529296875
France,FRA,1968,1345.7490234375
France,FRA,1969,1490.12109375
France,FRA,1970,1615.03125
France,FRA,1971,1699.4091796875
France,FRA,1972,1813.4573974609375
France,FRA,1973,1988.1038818359375
France,FRA,1974,1923.9534912109375
France,FRA,1975,1779.1871337890625
France,FRA,1976,1950.367919921875
France,FRA,1977,1890.52880859375
France,FRA,1978,1975.616455078125
France,FRA,1979,2021.116455078125
France,FRA,1980,1923.0943603515625
France,FRA,1981,1767.74609375
France,FRA,1982,1677.9036865234375
France,FRA,1983,1635.6102294921875
France,FRA,1984,1589.15966796875
France,FRA,1985,1582.2896728515625
France,FRA,1986,1555.140625
France,FRA,1987,1544.503173828125
France,FRA,1988,1531.791015625
France,FRA,1989,1571.722900390625
France,FRA,1990,1601.2550048828125
France,FRA,1991,1707.9404296875
France,FRA,1992,1677.7042236328125
France,FRA,1993,1606.060791015625
France,FRA,1994,1551.72705078125
France,FRA,1995,1585.1710205078125
France,FRA,1996,1654.8822021484375
France,FRA,1997,1624.681396484375
France,FRA,1998,1718.9285888671875
France,FRA,1999,1722.8291015625
France,FRA,2000,1719.7066650390625
France,FRA,2001,1725.4395751953125
France,FRA,2002,1697.533447265625
France,FRA,2003,1730.1689453125
France,FRA,2004,1742.165771484375
France,FRA,2005,1742.58837890625
France,FRA,2006,1711.23046875
France,FRA,2007,1675.2353515625
France,FRA,2008,1661.716064453125
France,FRA,2009,1587.676513671875
France,FRA,2010,1609.9744873046875
France,FRA,2011,1503.186767578125
France,FRA,2012,1500.3118896484375
France,FRA,2013,1501.0537109375
France,FRA,2014,1364.9849853515625
France,FRA,2015,1392.8245849609375
France,FRA,2016,1422.166015625
France,FRA,2017,1437.1834716796875
France,FRA,2018,1404.1029052734375
France,FRA,2019,1384.474365234375
France,FRA,2020,1204.7257080078125
France,FRA,2021,1303.0382080078125
Germany,DEU,1965,2921.021728515625
Germany,DEU,1966,2924.4013671875
Germany,DEU,1967,2916.71484375
Germany,DEU,1968,3115.431396484375
Germany,DEU,1969,3365.21875
Germany,DEU,1970,3537.805908203125
Germany,DEU,1971,3582.936279296875
Germany,DEU,1972,3700.902099609375
Germany,DEU,1973,3904.608154296875
Germany,DEU,1974,3821.408447265625
Germany,DEU,1975,3642.0419921875
Germany,DEU,1976,3888.08056640625
Germany,DEU,1977,3834.1591796875
Germany,DEU,1978,3969.18408203125
Germany,DEU,1979,4176.20849609375
Germany,DEU,1980,4018.833984375
